,store,sido,gungu,address,phone
588,이천중앙점,경기도,이천시,경기도 이천시 서희로 37(중리동),031-634-0654
589,이천현대점,경기도,이천시,경기도 이천시 부발읍 경충대로2110번길 14,031-636-8595
590,이포점,경기도,여주시,경기도 여주시 금사면 이포로 60,031-884-9279
591,인계점,경기도,수원시팔달구,"경기도 수원시팔달구 권광로 317번길 12, 상가동 지하1층6,7호",031-231-1592
592,인덕원점,경기도,안양시동안구,"경기도 안양시동안구 흥안대로517번 49, 1층(관양동)",031-423-9999
593,인창점,경기도,구리시,경기도 구리시 건원대로99번길 49,031-551-2291
594,일동점,경기도,포천시,경기도 포천시 일동면 회동로 1073,031-534-3700
595,임광점,경기도,수원시영통구,경기도 수원시영통구 권선로 792 (매탄동),031-234-3396
596,장기월드점,경기도,김포시,"경기도 김포시 전원로 32, 116호(장기동, 월드상가)",031-998-9595
597,장암주공점,경기도,의정부시,경기도 의정부시 회룡로 223 (장암주공5단지아파트),031-873-8181
598,장현점,경기도,남양주시,경기도 남양주시 진접읍 봉현로36번길 12,031-571-7800
599,장호원점,경기도,이천시,경기도 이천시 장호원읍 샘재로147번길 26,031-641-4170
600,적성점,경기도,파주시,경기도 파주시 적성면 청송로 1020,031-959-3600
601,전곡터미널점,경기도,연천군,경기도 연천군 전곡읍 온골로 56,031-832-3170
602,전대리점,경기도,용인시처인구,경기도 용인시처인구 포곡읍 전대로78번길 3-1,031-333-2272
603,정남점,경기도,화성시,경기도 화성시 정남면 괘량리 1048-3,031-352-1780
604,정자점,경기도,성남시분당구,"경기도 성남시분당구 황새울로116번 28, 1층(정자동)",031-713-9599
605,정자점(수원),경기도,수원시장안구,경기도 수원시장안구 장안로 183,031-268-1576
606,제부도점,경기도,화성시,경기도 화성시 서신면 해안길 246-1,031-357-2938
607,조암점,경기도,화성시,경기도 화성시 우정읍 조암서로22번길 21,031-358-6843
608,조원점,경기도,수원시장안구,경기도 수원시장안구 송정로187번길 49,031-248-0088
609,조원주공점,경기도,수원시장안구,경기도 수원시장안구 금당로39번길 34 주공APT2단지상가1/2 101,031-268-9233
610,주공1점,경기도,평택시,경기도 평택시 평택2로 108 (비전동),031-654-9993
611,죽산점,경기도,안성시,경기도 안성시 죽산면 중서길 1,031-676-3152
612,죽전점,경기도,용인시수지구,"경기도 용인시수지구 대지로 62, 104(죽전동)",031-261-9595
613,중동1점,경기도,부천시원미구,경기도 부천시원미구 중동 805-2 중앙 103호,032-662-6858
614,중동동성점,경기도,부천시원미구,"경기도 부천시원미구 조마루로 233, 상가동1층121호(중동, 미리내마을)",032-323-5500
615,중산점,경기도,고양시일산동구,경기도 고양시일산동구 탄중로 416 상가 109,031-976-0343
616,중탑점,경기도,성남시분당구,경기도 성남시분당구 양현로 539. 매화근린상가1층 104,031-704-2907
617,중흥설악점,경기도,부천시원미구,경기도 부천시원미구 중동 1052 중흥주공상가 204,032-324-7511
618,지평점,경기도,양평군,경기도 양평군 지평면 지평의병로 96,031-773-7125
619,참이슬점,경기도,평택시,경기도 평택시 참이슬길 16,031-654-9923
620,창현점,경기도,남양주시,경기도 남양주시 화도읍 창현로  60(신명상가 108호),031-595-4560
621,천리점,경기도,용인시처인구,경기도 용인시처인구 이동면 백옥대로 623,031-332-2401
622,천마점,경기도,남양주시,경기도 남양주시 화도읍 멋갓로28번길 36,031-594-8852
623,천천2점,경기도,수원시장안구,경기도 수원시장안구 화서동 706 진흥@상가 105,031-298-3141
624,철산2점,경기도,광명시,경기도 광명시 철산2동 156-1 1층,02-2060-7717
625,철산3점,경기도,광명시,"경기도 광명시 도덕공원로 21-1. 비02호(철산동,힐타운상가)",02-2616-5553
626,청북신도시점,경기도,평택시,경기도 평택시 청북면 옥길리 1165-7,031-686-8833
627,청북점,경기도,평택시,경기도 평택시 청북읍 신포길56,031-683-3071
628,초가점,경기도,포천시,경기도 포천시 소흘읍 검바위길 84,031-543-1800
629,초월점,경기도,광주시,경기도 광주시 초월읍 경춘대로 1043,031-767-4166
630,초지1점,경기도,안산시단원구,경기도 안산시단원구 초지동 734-5 한양타워 114호,031-402-9979
631,칠보점,경기도,수원시권선구,경기도 수원시권선구 금호로 2 1층 102호,031-293-2443
632,탄현점,경기도,고양시일산서구,경기도 고양시일산서구 탄현로 74,031-911-9229
633,태전동점,경기도,광주시,경기도 광주시 태봉로 31-3 105호(태전동),031-798-3361
634,"태평1,3동점",경기도,성남시수정구,"경기도 성남시수정구 남문로 14(태평동, 1층)",031-754-2456
635,"태평2,4동점",경기도,성남시수정구,"경기도 성남시수정구 남문로102번길 1(태평동, 1층)",031-756-5544
636,퇴계원점,경기도,남양주시,경기도 남양주시 퇴계원면 경춘북로 520번길 4,031-572-2980
637,퇴촌점,경기도,광주시,경기도 광주시 퇴촌면 광동로 97,031-766-5633
638,파인힐(공단점),경기도,시흥시,경기도 시흥시 마유로 226 120호,031-319-0084
639,파장2점,경기도,수원시장안구,"경기도 수원시장안구 파장천로 44번길 88, 1층(파장동)",031-251-8944
640,파장점,경기도,수원시장안구,경기도 수원시장안구 파장로 79(정자동),031-246-7970
641,팽성점,경기도,평택시,"경기도 평택시 팽성읍 안정쇼핑로 77-2, 12",031-691-6916
642,평내점,경기도,남양주시,경기도 남양주시 경춘로 1302,031-591-3731
643,평촌3점,경기도,안양시동안구,경기도 안양시동안구 관양동 1589-1 한가람상가 103호,031-381-7457
644,평촌5점,경기도,안양시동안구,"경기도 안양시동안구 동안로 2.109(호계동,무궁화진흥아파트상가)",031-381-6777
645,평택1점,경기도,평택시,"경기도 평택시 중앙로 19(통복동, 2층)",031-654-5474
646,평택지산점,경기도,평택시,경기도 평택시 지산동 1130,031-664-7272
647,포도원점,경기도,안양시동안구,경기도 안양시동안구 호계동 859-13,031-458-8408
648,포승점,경기도,평택시,경기도 평택시 포승읍 석정리 1257-13 1층 3,031-682-1007
649,포천점,경기도,포천시,경기도 포천시 중앙로 184,031-535-9588
650,풍동식사점,경기도,고양시일산동구,경기도 고양시일산동구 숲속마을2로 100,031-907-9290
651,풍무2점,경기도,김포시,"경기도 김포시 풍무로 51, 101(풍무동)",031-997-8592
652,하남신도시점,경기도,하남시,경기도 하남시 신장2동 528 현대A 116-115,031-793-7834
653,하대원점,경기도,성남시중원구,"경기도 성남시중원구 마지로155번길 25-7(하대원동,1층)",031-755-0521
654,하북점,경기도,평택시,경기도 평택시 진위면 하북4길 3,031-668-0933
655,하성점,경기도,김포시,경기도 김포시 하성면 애기봉로806번길 67,031-989-1909
656,하안1점,경기도,광명시,"경기도 광명시 안현로 19(하안동, 단지상가 111호)",02-809-6638
657,하안5점,경기도,광명시,경기도 광명시 하안1동 702-2 5단지 일반상가 109,02-899-0119
658,하안7점,경기도,광명시,경기도 광명시 하안3동 295-1 주공7단지 종합상가 106,02-803-5789
659,하안9점,경기도,광명시,경기도 광명시 하안동 13-2 9단지 종합상가 101,02-892-6923
660,한대역점,경기도,안산시상록구,"경기도 안산시상록구 사동 1186-8, 101호",031-437-3392
661,한솔점,경기도,성남시분당구,"경기도 성남시분당구 정자로 113, 한솔마을5단지상가101호(정자동)",031-713-6615
662,한아름점,경기도,부천시원미구,경기도 부천시원미구 상동 393,032-325-2629
663,한주점,경기도,의정부시,경기도 의정부시 평화로322번길 18(호원동),031-871-1717
664,합정점,경기도,평택시,경기도 평택시 합정동 773-1,031-653-9234
665,향남점,경기도,화성시,"경기도 화성시 향남읍 행정서로 1길 44, 103호",031-8059-2288
666,현대점(수원),경기도,수원시권선구,경기도 수원시권선구 세지로82번길 37(권선동),031-239-5225
667,현리점,경기도,가평군,"경기도 가평군 조종면  현창로 50, 1층",031-585-1015
668,호계2동점,경기도,안양시동안구,"경기도 안양시동안구 귀인로110번길 22, 1층(호계동)",031-455-6333
669,호원점,경기도,의정부시,경기도 의정부시 신흥로 119번길 54,031-873-9295
670,홍익점,경기도,안성시,"경기도 안성시 금광면 종합운동장로 132, 홍익아파트상가 107",031-671-1130
671,화서점,경기도,수원시팔달구,경기도 수원시팔달구 팔달로127번길 16-4(화서동),031-253-5522
672,화성남양점,경기도,화성시,경기도 화성시 남양읍 남양시장로 86,031-357-8046
673,화성시청점,경기도,화성시,경기도 화성시 남양읍 역골로 3-20 ,031-357-9275
674,후곡점,경기도,고양시일산서구,경기도 고양시일산서구 강선로 140,031-913-6062
675,흰돌점,경기도,고양시일산동구,경기도 고양시일산동구 일산로 11  ,031-903-1333
676,간성점,강원도,고성군,강원도 고성군 간성읍 간성로 45,033-681-3330
677,간현점,강원도,원주시,강원도 원주시 지정면 간현로 188,033-731-0887
678,강릉교동점,강원도,강릉시,강원도 강릉시 강릉대로 269 (교동),033-642-9800
679,강릉대점,강원도,강릉시,강원도 강릉시  율곡초교길39번  23(교동),033-645-6288
680,강릉서부점,강원도,강릉시,강원도 강릉시 임영로 170-3(임당동),033-641-1930
681,강릉옥계점,강원도,강릉시,강원도 강릉시  옥계면 현내시장길 59,033-534-2587
682,강릉옥천동점,강원도,강릉시,강원도 강릉시  경강로 2166,033-642-1532
683,강릉유천점,강원도,강릉시,강원도 강릉시  선수촌로 63번길 5 우미린상가106,033-641-8494
684,개운점,강원도,원주시,강원도 원주시 송림길 48-10(개운동),033-761-2592
685,거진점,강원도,고성군,강원도 고성군 거진읍 거탄진로 117,033-682-3327
686,건등점,강원도,원주시,"강원도 원주시 문막읍 왕건로 96, 지하1층",033-734-7282
687,경포대점,강원도,강릉시,강원도 강릉시  해안로 501  ,033-644-1600
688,고한점,강원도,정선군,강원도 정선군 고한읍 고한로 151-1,033-591-8212
689,교대앞점,강원도,춘천시,강원도 춘천시 공지로 111 ,033-262-9355
690,구곡현대점,강원도,원주시,강원도 원주시 남원로 492-14(단구동1576-3),033-764-9291
691,남부점,강원도,원주시,강원도 원주시 남원로 617-2(명륜동),033-762-3727
692,내곡동점,강원도,강릉시,강원도 강릉시 관대길 70,033-643-2808
693,내면점,강원도,홍천군,강원도 홍천군 내면읍 창촌로 48,033-432-0418
694,노암점,강원도,강릉시,강원도 강릉시 노가니길 1(노암동),033-647-8592
695,노학점,강원도,속초시,강원도 속초시 교동로  55(교동),033-636-5592
696,단계점,강원도,원주시,강원도 원주시 원문로 85 1층(학성동),033-731-9292
697,단계택지점,강원도,원주시,강원도 원주시 금불3길 34(단계동),033-743-6586
698,단관점,강원도,원주시,강원도 원주시 단관길 163(관설동),033-763-9289
699,단구점,강원도,원주시,강원도 원주시 치악로 1629 (단구동),033-763-8929
700,대진점,강원도,고성군,강원도 고성군 현내면 한나루로 112-1,033-682-0303
701,대학로점,강원도,삼척시,강원도 삼척시 대학로 45(당저동),033-573-4298
702,대화점(강원),강원도,평창군,강원도 평창군 대화면 대화3길 46,033-333-2001
703,도립대점,강원도,강릉시,강원도 강릉시  주문진읍 연주로 261-1,033-661-7282
704,도영점,강원도,원주시,강원도 원주시 남원로 527번길 6-34(명륜동),033-762-8668
705,동명동점,강원도,속초시,강원도 속초시 번영로105번길 19(동명동),033-631-2530
706,동보점,강원도,원주시,강원도 원주시 진광길 30(우산동),033-744-9028
707,동송점,강원도,철원군,강원도 철원군 동송읍 금학로 232,033-455-4490
708,동해점,강원도,동해시,강원도 동해시 천곡2길 4(천곡동),033-532-3325
709,망상점,강원도,동해시,"강원도 동해시  동해대로 6270-16, 1층 111호(망상동)",033-534-6988
710,무실점,강원도,원주시,강원도 원주시 시청로 88-1  101호(무실동),033-734-9255
711,묵호점,강원도,동해시,"강원도 동해시 발한로 137(발한동, 가동)",033-533-1668
712,문막점,강원도,원주시,강원도 원주시 문막읍 문막시장1길 55-2,033-735-0909
713,봉산점,강원도,원주시,강원도 원주시 치악로 1867 (봉산동),033-743-2877
714,봉평점,강원도,평창군,강원도 평창군 봉평면 기풍3길 28,033-336-9282
715,부론점,강원도,원주시,강원도 원주시 부론면 법천시장길 66-11,033-732-8292
716,부안점,강원도,춘천시,강원도 춘천시 후석로 261(후평동),033-256-4825
717,북평점,강원도,동해시,강원도 동해시 대동로 131(북평동),033-521-6321
718,사북점,강원도,정선군,강원도 정선군 사북읍 사북중앙로 13,033-592-3686
719,사우동점,강원도,춘천시,강원도 춘천시 영서로 2818(사농동),033-251-9794
720,사창리점,강원도,화천군,강원도 화천군 사내면 사내로 47-1,033-441-4603
721,삼광점,강원도,원주시,강원도 원주시 행구로 107,033-746-9829
722,서석점,강원도,홍천군,강원도 홍천군 서석면 구룡령로 2525,033-433-2777
723,석사점,강원도,춘천시,강원도 춘천시 백령로 7,033-253-8422
724,설악동점,강원도,속초시,강원도 속초시 청봉로 77 (설악동),033-636-8316
725,소양로점,강원도,춘천시,강원도 춘천시 중앙로 126번지(소양로4가),033-253-8281
726,송정점,강원도,동해시,"강원도 동해시 동해항2길 5, 7/2(송정동)",033-522-4651
727,송지호점,강원도,고성군,강원도 고성군 죽왕면 동해대로 5902,033-632-0020
728,신림점(원주),강원도,원주시,강원도 원주시 신림면 신림황둔로 4,033-762-0953
729,신수리점,강원도,철원군,강원도 철원군 서면 자등로 593,033-458-5599
730,안흥점,강원도,횡성군,강원도 횡성군 안흥면 안흥길 37-1,033-342-4018
731,양덕원점,강원도,홍천군,강원도 홍천군 남면 시동로 4,033-432-3979
732,연봉점,강원도,홍천군,강원도 홍천군 홍천읍 무궁화로 88,033-433-7266
733,영월삼호점,강원도,영월군,강원도 영월군 영월읍 단종로 88,033-374-6241
734,영월점,강원도,영월군,강원도 영월군 영월읍 하송안길 114,033-374-4796
735,오크밸리점,강원도,원주시,강원도 원주시 지정면 오크밸리 2길 22,033-744-8959
736,와수리점,강원도,철원군,강원도 철원군 서면 와수리 168-1,033-458-4898
737,요선동점,강원도,춘천시,강원도 춘천시 서부대성로48번 24,033-242-1798
738,우천점,강원도,횡성군,강원도 횡성군 우천면 수남로 333,033-343-9141
739,원동일산점,강원도,원주시,"강원도 원주시 무실로 96, 1층 (일산동)",033-743-2581
740,원주역전점,강원도,원주시,강원도 원주시 원일로 208(학성동),033-743-6107
741,원통점,강원도,인제군,강원도 인제군 북면 금강로 46,033-461-1919
742,인제점,강원도,인제군,강원도 인제군 인제읍 비봉로 3,033-461-2510
743,인제현리점,강원도,인제군,강원도 인제군 기린면 기린로 19,033-461-5132
744,임계점,강원도,정선군,강원도 정선군 임계면 송계5길 5,033-562-3939
745,입암동점,강원도,강릉시,강원도 강릉시 성덕포남로 89-10,033-651-3366
746,자유점,강원도,원주시,"강원도 원주시 자유시장길 7, 22-3(중앙동)",033-745-8552
747,장성점,강원도,태백시,강원도 태백시 장성시장1길 3(장성동),033-581-3236
748,장양리점,강원도,원주시,강원도 원주시 소초면 장막1길 7,033-747-3477
749,정선점,강원도,정선군,강원도 정선군 정선읍 정선로 1352,033-562-1072
750,조양동점,강원도,속초시,강원도 속초시 동해대로 3998(조양동),033-636-2270
751,주문진점,강원도,강릉시,강원도 강릉시 주문진읍 주문로 117,033-661-0006
752,주천점,강원도,영월군,강원도 영월군 주천면   주천로 88-1,033-372-2840
753,지경리점,강원도,철원군,강원도 철원군 김화읍 청양로84,033-458-3990
754,진부점,강원도,평창군,강원도 평창군  진부면 진부중앙로 70,033-335-1442
755,진우점,강원도,원주시,강원도 원주시 현충로 272(태장동),033-742-8371
756,청일점,강원도,횡성군,강원도 횡성군 청일면 유동로 18,033-344-9288
757,춘천명동점,강원도,춘천시,강원도 춘천시 금강로76번길 (조양동),033-253-9566
758,춘천터미널점,강원도,춘천시,강원도 춘천시 공지로 458(근화동),033-253-8490
759,춘천팔호광장점,강원도,춘천시,강원도 춘천시 효자로 154(효자동),033-253-8578
760,태백점,강원도,태백시,강원도 태백시 먹거리길  66,033-553-0155
761,태백주공점,강원도,태백시,강원도 태백시 감천로 28(황지동),033-553-5619
762,태장점,강원도,원주시,강원도 원주시 북원로 2696(태장동),033-742-9192
763,퇴계동점,강원도,춘천시,"강원도 춘천시 행촌로32번길  5-6, 1층",033-257-4134
764,퇴계주공점,강원도,춘천시,강원도 춘천시 지석로 74-11 A13(퇴계동),033-262-9298
765,평원점,강원도,원주시,강원도 원주시 평원로 67(평원동),033-748-0567
766,평창점(강원),강원도,평창군,강원도 평창군 평창읍 평창중앙로 84,033-333-0010
767,포남동점,강원도,강릉시,강원도 강릉시  강릉대로527번 15,033-651-3624
768,포남로얄점,강원도,강릉시,강원도 강릉시  경강로  2265(포남동),033-642-1119
769,학다리점,강원도,홍천군,강원도 홍천군  홍천읍 꽃뫼로 120,033-433-6887
770,학성점,강원도,원주시,강원도 원주시 천사로 164(일산동),033-748-4456
771,함백점,강원도,정선군,강원도 정선군 신동읍 함백로 319,033-378-7637
772,혁신점,강원도,원주시,강원도 원주시 건강로 17-3 (101),033-732-9595
773,횡성점,강원도,횡성군,강원도 횡성군 횡성읍 태기로 35,033-343-3813
774,횡성중앙점,강원도,횡성군,"강원도 횡성군 횡성읍 문정로19번길, 13-3",033-343-3371
775,효가리점,강원도,동해시,"강원도 동해시 청운로 71(쇄운동, 104)",033-521-8185
776,후평2동점,강원도,춘천시,강원도 춘천시 후만로 37,033-251-9252
777,흥업점,강원도,원주시,강원도 원주시 흥업면 남원로 82,033-763-4291
778,가흥점,경상북도,영주시,경상북도 영주시 가흥동 530 시영상가 나동 102호,054-634-2500
779,강구점,경상북도,영덕군,경상북도 영덕군 강구면 강구리 453번지,054-733-5544
780,건천점,경상북도,경주시,"경상북도 경주시 건천읍 내서로 1126, 101",054-751-3510
781,공성점,경상북도,상주시,경상북도 상주시 공성면 옥산리 290-8,054-535-5000
782,구미송정점,경상북도,구미시,경상북도 구미시 송정동 465-1,054-443-8592
783,군위점,경상북도,군위군,경상북도 군위군 군위읍 서부리 57-1,054-382-3392
784,금장점,경상북도,경주시,경상북도 경주시 현곡면 금장리 410 삼성APT상가 나동 103,054-775-8969
785,기계점,경상북도,포항시북구,경상북도 포항시북구 기계면 현내리 407-3번지,054-243-1820
786,꼬꼬점,경상북도,포항시북구,경상북도 포항시북구 칠성천길 98,054-242-9291
787,농암점,경상북도,문경시,경상북도 문경시 농암면 청암2길 10,054-571-3020
788,다인점,경상북도,의성군,경상북도 의성군 다인면 서릉길 59,054-861-9988
789,달전점,경상북도,포항시북구,경상북도 포항시북구 흥해읍 도음로877번길 9 삼도미래타운106-106,054-262-4200
790,당북점,경상북도,안동시,경상북도 안동시 대안로 65-2,054-842-7474
791,도구점,경상북도,포항시남구,경상북도 포항시남구 동해면 일월로 116,054-286-2970
792,동천점,경상북도,경주시,경상북도 경주시 탈해로47번길 6-4,054-773-7731
793,두호점,경상북도,포항시북구,경상북도 포항시북구 두호동 205-26,054-252-5886
794,문경점,경상북도,문경시,경상북도 문경시 문경읍 주흘로 29,054-571-7964
795,문덕점,경상북도,포항시남구,경상북도 포항시남구 오천읍 문덕리 203-3 청호A상가101,054-292-1236
796,백암점,경상북도,울진군,경상북도 울진군 온정면 소태리 933,054-787-2225
797,백천점,경상북도,경산시,경상북도 경산시 백천동 573-1 108,053-811-4009
798,봉곡점,경상북도,구미시,경상북도 구미시 봉곡남로9길 35,054-443-5525
799,봉화점,경상북도,봉화군,경상북도 봉화군 봉화읍 내성리 236-17,054-672-0909
800,부석점,경상북도,영주시,경상북도 영주시 부석면 소천리 381-7,054-633-3132
801,북부점(경주),경상북도,경주시,경상북도 경주시 동부동 75-8,054-743-6410
802,북부점(포항),경상북도,포항시북구,경상북도 포항시북구 두호동 1035-7,054-253-9977
803,북삼점,경상북도,칠곡군,경상북도 칠곡군 북삼읍 평원2길 15,054-972-3298
804,석적점,경상북도,칠곡군,경상북도 칠곡군 석적읍 북중리 11길 28,054-977-3999
805,성건점,경상북도,경주시,경상북도 경주시 성건동 625-8,054-741-5418
806,성주점(경북),경상북도,성주군,경상북도 성주군 월항면  주산로 397,054-932-9448
807,순흥점,경상북도,영주시,경상북도 영주시 순흥면 읍내리 315-1,054-632-4555
808,안강점,경상북도,경주시,경상북도 경주시 안강읍 비화원로 117,054-761-2884
809,약목점,경상북도,칠곡군,경상북도 칠곡군 약목면 약목로 94-2(2층 건물내 1층),054-974-5074
810,영덕점,경상북도,영덕군,경상북도 영덕군 영덕읍 중앙길 120-3,054-733-7799
811,영주풍기점,경상북도,영주시,경상북도 영주시 풍기읍 풍기로 49-1,054-636-5915
812,영해점,경상북도,영덕군,경상북도 영덕군 영해면 성내리 470-31,054-733-0775
813,예천점,경상북도,예천군,경상북도 예천군 예천읍 남본리 222-2번지,054-654-1951
814,옥산점,경상북도,경산시,경상북도 경산시 성암로 10길 2-12(옥산동),053-813-1396
815,왜관점,경상북도,칠곡군,경상북도 칠곡군 왜관읍 구상길 180-1 삼성A104,054-973-3637
816,용강점,경상북도,경주시,경상북도 경주시 승삼1길 6-10,054-749-9591
817,우현점,경상북도,포항시북구,경상북도 포항시북구 우현동 134-7 우현상가101호,054-248-3618
818,인동점,경상북도,구미시,경상북도 구미시 인동19길  36-1 1층,054-471-9991
819,임은점,경상북도,구미시,경상북도 구미시 임은길 50,054-462-1967
820,장량점,경상북도,포항시북구,경상북도 포항시북구 장량로87번길 6-15,054-255-9992
821,장수점,경상북도,영주시,경상북도 영주시 장수면 장수로 48,054-637-4429
822,죽변점,경상북도,울진군,경상북도 울진군 죽변면 죽변북로 59,054-782-3388
823,중앙점(경주),경상북도,경주시,경상북도 경주시 노동동 236-1,054-742-1640
824,진량점,경상북도,경산시,경상북도 경산시 진량읍 황제리 70-1 창신황제상가 203,053-856-9959
825,진보점,경상북도,청송군,경상북도 청송군 진보면 진안리 384-4,054-874-2800
826,청도점,경상북도,청도군,경상북도 청도군 청도읍 청화로 202-2,054-371-6633
827,청림점,경상북도,포항시남구,경상북도 포항시남구 청림동 588-2번지,054-291-7967
828,충효점,경상북도,경주시,경상북도 경주시 충효중앙길 65(충효동),054-771-9964
829,포항오천점,경상북도,포항시남구,"경상북도 포항시남구 오천읍 해병로337번길, 18-5",054-291-5522
830,포항이동점,경상북도,포항시남구,경상북도 포항시남구 대잠동 469-3,054-275-9972
831,포항장성점,경상북도,포항시북구,경상북도 포항시북구 성실로 24-1,054-254-9401
832,포항터미널점,경상북도,포항시남구,경상북도 포항시남구 중섬로 25(대잠동),054-284-9952
833,환호점,경상북도,포항시북구,경상북도 포항시북구 삼호로 458,054-252-4762
834,황성점,경상북도,경주시,경상북도 경주시 용담로92번길 43-4,054-746-1700
835,효자점(포항),경상북도,포항시남구,경상북도 포항시남구 효자동 119-1,054-252-7800
836,후포점,경상북도,울진군,경상북도 울진군 후포면 후포리 623-130,054-787-8575
837,휴천점,경상북도,영주시,경상북도 영주시 휴천2동 303-21,054-635-5553
838,흥해점,경상북도,포항시북구,경상북도 포항시북구 흠해흡 초곡지구로52번길,054-261-9982
839,거창점,경상남도,거창군,경상남도 거창군 거창읍 중앙로 52-1,055-945-2765
840,경남고성점,경상남도,고성군,경상남도 고성군 고성읍 송학리 263-7,055-673-6633
841,경남금산점,경상남도,진주시,경상남도 진주시 금산면 금산로,055-763-9299
842,경남단계점,경상남도,산청군,경상남도 산청군 신등면 신등가회로 15,055-972-3018
843,경남사천점,경상남도,사천시,경상남도 사천시 사천읍 정의1길 16,055-852-3197
844,경남양산점,경상남도,양산시,경상남도 양산시 중앙로 111 1층,055-385-5329
845,곤명점,경상남도,사천시,경상남도 사천시 곤명면 정곡리 843-9,055-853-8382
846,구산점,경상남도,김해시,경상남도 김해시 구산로 32-1,055-326-4470
847,김해내동점,경상남도,김해시,경상남도 김해시 평전로 154(내동),055-337-5686
848,김해중앙점,경상남도,김해시,경상남도 김해시 부원동 603-7,055-328-9282
849,남해대교점,경상남도,남해군,경상남도 남해군 설천면 노량로 197,055-862-8890
850,남해점,경상남도,남해군,경상남도 남해군 남해읍 서변리 149-1,055-862-1400
851,범어점,경상남도,양산시,경상남도 양산시 물금읍 범어리 721-1,055-383-8897
852,부곡온천점,경상남도,창녕군,경상남도 창녕군 부곡면 온천중앙로 47,055-536-5136
853,삼계점,경상남도,김해시,경상남도 김해시 가야로147번길 12-1 ,055-314-5591
854,삼방점,경상남도,김해시,경상남도 김해시 삼안로235번길 14(삼방동668-17),055-332-5921
855,서부점,경상남도,창원시진해구,경상남도 창원시진해구   충장로 100,055-545-9282
856,서상점,경상남도,함양군,경상남도 함양군 서상면 서상로 290-2,055-963-0033
857,신반점,경상남도,의령군,경상남도 의령군 부림면 신번로 164,055-574-6551
858,신안점,경상남도,진주시,경상남도 진주시 평거로116번길 8-1 1층,055-745-6602
859,안의점,경상남도,함양군,경상남도 함양군 안의면 금천리 203-4,055-964-1106
860,양덕합성점,경상남도,창원시마산회원구,경상남도 창원시마산회원구 합성동 733-3,055-256-9930
861,영오점,경상남도,고성군,경상남도 고성군 영오면 영회로 514,055-672-9310
862,옥포1점,경상남도,거제시,경상남도 거제시 옥포로 282,055-687-9204
863,외동점,경상남도,김해시,경상남도 김해시 외동 1214-2,055-331-2009
864,용원점,경상남도,창원시진해구,경상남도 창원시진해구 용재로29번길 5-17,055-552-0543
865,장유2점,경상남도,김해시,경상남도 김해시 대청동 291-1 ,055-313-9797
866,장유점,경상남도,김해시,경상남도 김해시 무계동 278,055-312-5197
867,장평점,경상남도,거제시,"경상남도 거제시 장평3로7길 58(장평동, 1층)",055-635-3879
868,죽림점,경상남도,통영시,"경상남도 통영시 광도면 죽림1로 17-37, 102호(용문빌딩1층)",055-642-0038
869,진주대곡점,경상남도,진주시,경상남도 진주시 대곡면 광석리 315-1,055-744-2880
870,창녕점,경상남도,창녕군,경상남도 창녕군 창녕읍 명덕로 48,055-532-3826
871,초계점,경상남도,합천군,경상남도 합천군 초계면 초계리 89-1,055-933-6922
872,통영1점,경상남도,통영시,"경상남도 통영시 중앙로 255 106호(북신동,동우상가)",055-646-0339
873,통영2점,경상남도,통영시,경상남도 통영시 도천동 1021-1 영생상가나동 111호,055-643-4040
874,평거점,경상남도,진주시,경상남도 진주시 진양호로 187,055-745-3119
875,하동점,경상남도,하동군,경상남도 하동군 하동읍 읍내리 1283-2,055-883-7985
876,함양점,경상남도,함양군,경상남도 함양군 함양읍 용평리 702-12,055-963-7474
877,합포점,경상남도,창원시마산합포구,경상남도 창원시마산합포구 장군동4가 24-6,055-222-3592
878,회원교방점,경상남도,창원시마산회원구,경상남도 창원시마산회원구 회원남로 39-1,055-248-9211
879,가경동점,충청북도,청주시흥덕구,충청북도 청주시흥덕구 풍산로 103(복대동),043-233-4091
880,가마점,충청북도,청주시서원구,"충청북도 청주시서원구 남이면 청남로  1827-25, 1층",043-287-2003
881,감곡점,충청북도,음성군,충청북도 음성군 감곡면 장감로 142,043-881-3903
882,강서점,충청북도,청주시흥덕구,충청북도 청주시흥덕구 가로수로1154 5-12(강서동),043-232-5254
883,개신점,충청북도,청주시서원구,충청북도 청주시서원구 장구봉로 130(개신동),043-218-9292
884,고은점,충청북도,청주시상당구,충청북도 청주시상당구 남일면 단재로 730-1,043-293-8592
885,과학단지점,충청북도,청주시청원구,충청북도 청주시청원구 오창읍 오창중앙로 94,043-900-8292
886,관기점,충청북도,보은군,충청북도 보은군 마로면 관기송현로 95-1,043-542-9222
887,광혜원점,충청북도,진천군,충청북도 진천군 광혜원면 화랑5길 8,043-535-2170
888,괴산점,충청북도,괴산군,"충청북도 괴산군 괴산읍 읍내로11번길, 8-5",043-833-0444
889,금왕점,충청북도,음성군,충청북도 음성군 금왕읍 탑골길 18,043-878-1330
890,기업도시점,충청북도,충주시,충청북도 충주시 중앙탑면 원앙9길 15 ,043-842-7755
891,대강점,충청북도,단양군,충청북도 단양군 대강면 대강로 59-1,043-421-3392
892,대소점,충청북도,음성군,충청북도 음성군 대소면 오태로99번길 12-4,043-881-8508
893,덕산점,충청북도,진천군,충청북도 진천군 덕산면 덕금로 809,043-536-5888
